"","yearID","teamID","lgID","Rank","G","W","L","winpercent","playoffs","payroll","dolperwin","mlbpayroll","avgpayroll","percentofmlb","mlbwin","mlbdolperwin","payrank","paydiff","percentdiff","winpercentdiff","percentofmlbdiff","payincreased","winincreased","percentofmlbincreased","payrankdiff","payrankincreased"
"389","2003","KCR","AL",3,162,83,79,0.512,"N",40518000,488168.674698795,2128262128,70942070.9333333,0.019,2429,876188.607657472,29,-6739000,-0.1426,0.129,-0.0043,"No","Yes","No",7,"Yes"
"390","2004","KCR","AL",5,162,58,104,0.358,"N",47609000,820844.827586207,2070665943,69022198.1,0.023,2428,852827.818369028,22,7091000,0.175,-0.154,0.004,"Yes","No","Yes",-7,"No"
"391","2005","KCR","AL",5,162,56,106,0.346,"N",36881000,658589.285714286,2188713398,72957113.2666667,0.0169,2430,900705.102057613,29,-10728000,-0.2253,-0.012,-0.0061,"No","No","No",7,"Yes"
"392","2006","KCR","AL",5,162,62,100,0.383,"N",47294000,762806.451612903,2321472617,77382420.5666667,0.0204,2429,955731.830794566,26,10413000,0.2823,0.037,0.0035,"Yes","Yes","Yes",-3,"No"
"393","2007","KCR","AL",5,162,69,93,0.426,"N",67116500,972702.898550725,2476688987,82556299.5666667,0.0271,2431,1018794.31797614,22,19822500,0.4191,0.043,0.0067,"Yes","Yes","Yes",-4,"No"
"394","2008","KCR","AL",4,162,75,87,0.463,"N",58245500,776606.666666667,2684858670,89495289,0.0217,2428,1105790.22652389,24,-8871000,-0.1322,0.037,-0.0054,"No","Yes","No",2,"Yes"
"395","2009","KCR","AL",4,162,65,97,0.401,"N",70519333,1084912.81538462,2664726994,88824233.1333333,0.0265,2430,1096595.47078189,21,12273833,0.2107,-0.062,0.0048,"Yes","No","Yes",-3,"No"
"396","2010","KCR","AL",5,162,67,95,0.414,"N",71405210,1065749.40298507,2721359865,90711995.5,0.0262,2430,1119901.17901235,21,885877,0.0126,0.013,-0.000299999999999998,"Yes","Yes","No",0,"No"
"397","2011","KCR","AL",4,162,71,91,0.438,"N",35712000,502985.915492958,2784505291,92816843.0333333,0.0128,2429,1146358.70358172,30,-35693210,-0.4999,0.024,-0.0134,"No","Yes","No",9,"Yes"
"398","2012","KCR","AL",3,162,72,90,0.444,"N",60916225,846058.680555556,2932741192,97758039.7333333,0.0208,2430,1206889.37942387,27,25204225,0.7058,0.00600000000000001,0.008,"Yes","Yes","Yes",-3,"No"
"399","2013","KCR","AL",3,162,86,76,0.531,"N",80091725,931299.127906977,3034525648,101150854.933333,0.0264,2431,1248262.29864253,18,19175500,0.3148,0.087,0.0056,"Yes","Yes","Yes",-9,"No"
"400","2014","KCR","AL",2,162,89,73,0.549,"Y",74594075,838135.674157303,3192317623,106410587.433333,0.0234,2430,1313710.95596708,25,-5497650,-0.0686,0.018,-0.003,"No","Yes","No",7,"Yes"
"401","2015","KCR","AL",1,162,95,67,0.586,"Y",112107025,1180073.94736842,3514142569,117138085.633333,0.0319,2429,1446744.57348703,17,37512950,0.5029,0.0369999999999999,0.0085,"Yes","Yes","Yes",-8,"No"
"402","2016","KCR","AL",3,162,81,81,0.5,"N",131487125,1623297.83950617,3750137392,125004579.733333,0.0351,2427,1545174.03873094,15,19380100,0.1729,-0.086,0.0032,"Yes","No","Yes",-2,"No"
"403","2005","LAA","AL",1,162,95,67,0.586,"Y",94867822,998608.652631579,2188713398,72957113.2666667,0.0433,2430,900705.102057613,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"404","2006","LAA","AL",2,162,89,73,0.549,"N",103472000,1162606.74157303,2321472617,77382420.5666667,0.0446,2429,955731.830794566,3,8604178,0.0907,-0.0369999999999999,0.0013,"Yes","No","Yes",-2,"No"
"405","2007","LAA","AL",1,162,94,68,0.58,"Y",109251333,1162248.22340426,2476688987,82556299.5666667,0.0441,2431,1018794.31797614,4,5779333,0.0559,0.0309999999999999,-5e-04,"Yes","Yes","No",1,"Yes"
"406","2008","LAA","AL",1,162,100,62,0.617,"Y",119216333,1192163.33,2684858670,89495289,0.0444,2428,1105790.22652389,6,9965000,0.0912,0.037,0.000300000000000002,"Yes","Yes","Yes",2,"Yes"
"407","2009","LAA","AL",1,162,97,65,0.599,"Y",113709000,1172257.73195876,2664726994,88824233.1333333,0.0427,2430,1096595.47078189,6,-5507333,-0.0462,-0.018,-0.0017,"No","No","No",0,"No"
"408","2010","LAA","AL",3,162,80,82,0.494,"N",104963866,1312048.325,2721359865,90711995.5,0.0386,2430,1119901.17901235,8,-8745134,-0.0769,-0.105,-0.0041,"No","No","No",2,"Yes"
"409","2011","LAA","AL",2,162,86,76,0.531,"N",138543166,1610967.04651163,2784505291,92816843.0333333,0.0498,2429,1146358.70358172,4,33579300,0.3199,0.037,0.0112,"Yes","Yes","Yes",-4,"No"
"410","2012","LAA","AL",3,162,89,73,0.549,"N",154485166,1735788.38202247,2932741192,97758039.7333333,0.0527,2430,1206889.37942387,4,15942000,0.1151,0.018,0.0029,"Yes","Yes","Yes",0,"No"
"411","2013","LAA","AL",3,162,78,84,0.481,"N",124174750,1591983.97435897,3034525648,101150854.933333,0.0409,2431,1248262.29864253,8,-30310416,-0.1962,-0.0680000000000001,-0.0118,"No","No","No",4,"Yes"
"412","2014","LAA","AL",1,162,98,64,0.605,"Y",121988250,1244778.06122449,3192317623,106410587.433333,0.0382,2430,1313710.95596708,8,-2186500,-0.0176,0.124,-0.0027,"No","Yes","No",0,"No"
"413","2015","LAA","AL",3,162,85,77,0.525,"N",120005415,1411828.41176471,3514142569,117138085.633333,0.0341,2429,1446744.57348703,9,-1982835,-0.0163,-0.08,-0.0041,"No","No","No",1,"Yes"
"414","2016","LAA","AL",4,162,74,88,0.457,"N",137251333,1854747.74324324,3750137392,125004579.733333,0.0366,2427,1545174.03873094,12,17245918,0.1437,-0.068,0.0025,"Yes","No","Yes",3,"Yes"
"415","1985","LAD","NL",1,162,95,67,0.586,"Y",10967917,115451.757894737,261964696,10075565.2307692,0.0419,2101,124685.719181342,9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"416","1986","LAD","NL",5,162,73,89,0.451,"N",14913776,204298.301369863,307854518,11840558.3846154,0.0484,2102,146457.905803996,5,3945859,0.3598,-0.135,0.0065,"Yes","No","Yes",-4,"No"
"417","1987","LAD","NL",4,162,73,89,0.451,"N",13675403,187334.287671233,272575375,10483668.2692308,0.0502,2105,129489.489311164,6,-1238373,-0.083,0,0.0018,"No","No","Yes",1,"Yes"
"418","1988","LAD","NL",1,162,94,67,0.584,"Y",16850515,179260.79787234,300452424,11555862.4615385,0.0561,2098,143208.972354623,2,3175112,0.2322,0.133,0.0059,"Yes","Yes","Yes",-4,"No"
"419","1989","LAD","NL",4,160,77,83,0.481,"N",21071562,273656.649350649,359995711,13845988.8846154,0.0585,2103,171181.983357109,1,4221047,0.2505,-0.103,0.00240000000000001,"Yes","No","Yes",-1,"No"
"420","1990","LAD","NL",2,162,86,76,0.531,"N",21318704,247891.906976744,443881193,17072353.5769231,0.048,2105,210869.925415677,4,247142,0.0117,0.05,-0.0105,"Yes","Yes","No",3,"Yes"
"421","1991","LAD","NL",2,162,93,69,0.574,"N",32790664,352587.784946237,613048418,23578785.3076923,0.0535,2104,291372.822243346,4,11471960,0.5381,0.0429999999999999,0.0055,"Yes","Yes","Yes",0,"No"
"422","1992","LAD","NL",6,162,63,99,0.389,"N",44788166,710923.26984127,805543323,30982435.5,0.0556,2106,382499.203703704,2,11997502,0.3659,-0.185,0.0021,"Yes","No","Yes",-2,"No"
"423","1993","LAD","NL",4,162,81,81,0.5,"N",39331999,485580.234567901,901740134,32205004.7857143,0.0436,2268,397592.651675485,8,-5456167,-0.1218,0.111,-0.012,"No","Yes","No",6,"Yes"
"424","1994","LAD","NL",1,114,58,56,0.509,"N",38000001,655172.431034483,927836287,33137010.25,0.041,1599,580260.342088806,10,-1331998,-0.0339,0.00900000000000001,-0.0026,"No","Yes","No",2,"Yes"
"425","1995","LAD","NL",1,144,78,66,0.542,"Y",39273201,503502.576923077,951469367,33981048.8214286,0.0413,2016,471959.01140873,7,1273200,0.0335,0.033,0.000300000000000002,"Yes","Yes","Yes",-3,"No"
"426","1996","LAD","NL",2,162,90,72,0.556,"Y",35355000,392833.333333333,956983550,34177983.9285714,0.0369,2266,422322.837599294,13,-3918201,-0.0998,0.014,-0.0044,"No","Yes","No",6,"Yes"
"427","1997","LAD","NL",2,162,88,74,0.543,"N",45380304,515685.272727273,1127285885,40260210.1785714,0.0403,2266,497478.325242718,11,10025304,0.2836,-0.013,0.0034,"Yes","No","Yes",-2,"No"
"428","1998","LAD","NL",3,162,83,79,0.512,"N",48820000,588192.771084337,1278282871,42609429.0333333,0.0382,2430,526042.333744856,13,3439696,0.0758,-0.031,-0.0021,"Yes","No","No",2,"Yes"
"429","1999","LAD","NL",3,162,77,85,0.475,"N",80862453,1050161.72727273,1494228750,49807625,0.0541,2427,615669.035846724,2,32042453,0.6563,-0.037,0.0159,"Yes","No","Yes",-11,"No"
"430","2000","LAD","NL",2,162,86,76,0.531,"N",87924286,1022375.41860465,1666135102,55537836.7333333,0.0528,2428,686217.093080725,2,7061833,0.0873,0.056,-0.0013,"Yes","Yes","No",0,"No"
"431","2001","LAD","NL",3,162,86,76,0.531,"N",109105953,1268673.87209302,1960663313,65355443.7666667,0.0556,2428,807521.957578254,3,21181667,0.2409,0,0.0028,"Yes","No","Yes",1,"Yes"
"432","2002","LAD","NL",3,162,92,70,0.568,"N",94850953,1030988.61956522,2024077522,67469250.7333333,0.0469,2425,834671.143092784,5,-14255000,-0.1307,0.0369999999999999,-0.0087,"No","Yes","No",2,"Yes"
"433","2003","LAD","NL",2,162,85,77,0.525,"N",105572620,1242030.82352941,2128262128,70942070.9333333,0.0496,2429,876188.607657472,4,10721667,0.113,-0.0429999999999999,0.0027,"Yes","No","Yes",-1,"No"
"434","2004","LAD","NL",1,162,93,69,0.574,"Y",92902001,998946.247311828,2070665943,69022198.1,0.0449,2428,852827.818369028,6,-12670619,-0.12,0.0489999999999999,-0.0047,"No","Yes","No",2,"Yes"
"435","2005","LAD","NL",4,162,71,91,0.438,"N",83039000,1169563.38028169,2188713398,72957113.2666667,0.0379,2430,900705.102057613,11,-9863001,-0.1062,-0.136,-0.007,"No","No","No",5,"Yes"
"436","2006","LAD","NL",2,162,88,74,0.543,"Y",98447187,1118718.03409091,2321472617,77382420.5666667,0.0424,2429,955731.830794566,6,15408187,0.1856,0.105,0.0045,"Yes","Yes","Yes",-5,"No"
"437","2007","LAD","NL",4,162,82,80,0.506,"N",108454524,1322616.14634146,2476688987,82556299.5666667,0.0438,2431,1018794.31797614,6,10007337,0.1017,-0.037,0.0014,"Yes","No","Yes",0,"No"
"438","2008","LAD","NL",1,162,84,78,0.519,"Y",118588536,1411768.28571429,2684858670,89495289,0.0442,2428,1105790.22652389,7,10134012,0.0934,0.013,0.000400000000000005,"Yes","Yes","Yes",1,"Yes"
"439","2009","LAD","NL",1,162,95,67,0.586,"Y",100414592,1056995.70526316,2664726994,88824233.1333333,0.0377,2430,1096595.47078189,9,-18173944,-0.1533,0.0669999999999999,-0.00650000000000001,"No","Yes","No",2,"Yes"
"440","2010","LAD","NL",4,162,80,82,0.494,"N",95358016,1191975.2,2721359865,90711995.5,0.035,2430,1119901.17901235,11,-5056576,-0.0504,-0.092,-0.00269999999999999,"No","No","No",2,"Yes"
"441","2011","LAD","NL",3,161,82,79,0.509,"N",104188999,1270597.54878049,2784505291,92816843.0333333,0.0374,2429,1146358.70358172,12,8830983,0.0926,0.015,0.0024,"Yes","Yes","Yes",1,"Yes"
"442","2012","LAD","NL",2,162,86,76,0.531,"N",95143575,1106320.63953488,2932741192,97758039.7333333,0.0324,2430,1206889.37942387,12,-9045424,-0.0868,0.022,-0.005,"No","Yes","No",0,"No"
"443","2013","LAD","NL",1,162,92,70,0.568,"Y",223362196,2427849.95652174,3034525648,101150854.933333,0.0736,2431,1248262.29864253,2,128218621,1.3476,0.0369999999999999,0.0412,"Yes","Yes","Yes",-10,"No"
"444","2014","LAD","NL",1,162,94,68,0.58,"Y",217014600,2308665.95744681,3192317623,106410587.433333,0.068,2430,1313710.95596708,1,-6347596,-0.0284,0.012,-0.00559999999999999,"No","Yes","No",-1,"No"
"445","2015","LAD","NL",1,162,92,70,0.568,"Y",215792000,2345565.2173913,3514142569,117138085.633333,0.0614,2429,1446744.57348703,1,-1222600,-0.0056,-0.012,-0.0066,"No","No","No",0,"No"
"446","2016","LAD","NL",1,162,91,71,0.562,"Y",221288380,2431740.43956044,3750137392,125004579.733333,0.059,2427,1545174.03873094,2,5496380,0.0255,-0.00599999999999989,-0.00240000000000001,"Yes","No","No",1,"Yes"
"447","2012","MIA","NL",5,162,69,93,0.426,"N",118078000,1711275.36231884,2932741192,97758039.7333333,0.0403,2430,1206889.37942387,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"448","2013","MIA","NL",5,162,62,100,0.383,"N",33601900,541966.129032258,3034525648,101150854.933333,0.0111,2431,1248262.29864253,29,-84476100,-0.7154,-0.043,-0.0292,"No","No","No",22,"Yes"
"449","2014","MIA","NL",4,162,77,85,0.475,"N",41836900,543336.363636364,3192317623,106410587.433333,0.0131,2430,1313710.95596708,29,8235000,0.2451,0.092,0.002,"Yes","Yes","Yes",0,"No"
"450","2015","MIA","NL",3,162,71,91,0.438,"N",68056500,958542.253521127,3514142569,117138085.633333,0.0194,2429,1446744.57348703,28,26219600,0.6267,-0.037,0.0063,"Yes","No","Yes",-1,"No"
"451","2016","MIA","NL",3,161,79,82,0.491,"N",77314202,978660.784810127,3750137392,125004579.733333,0.0206,2427,1545174.03873094,25,9257702,0.136,0.053,0.0012,"Yes","Yes","Yes",-3,"No"
"452","1985","MIL","AL",6,161,71,90,0.441,"N",11284107,158931.084507042,261964696,10075565.2307692,0.0431,2101,124685.719181342,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"453","1986","MIL","AL",6,161,77,84,0.478,"N",9943642,129138.207792208,307854518,11840558.3846154,0.0323,2102,146457.905803996,18,-1340465,-0.1188,0.037,-0.0108,"No","Yes","No",11,"Yes"
"454","1987","MIL","AL",3,162,91,71,0.562,"N",7293224,80145.3186813187,272575375,10483668.2692308,0.0268,2105,129489.489311164,21,-2650418,-0.2665,0.0840000000000001,-0.0055,"No","Yes","No",3,"Yes"
"455","1988","MIL","AL",3,162,87,75,0.537,"N",8402000,96574.7126436782,300452424,11555862.4615385,0.028,2098,143208.972354623,22,1108776,0.152,-0.025,0.0012,"Yes","No","Yes",1,"Yes"
"456","1989","MIL","AL",4,162,81,81,0.5,"N",11533000,142382.716049383,359995711,13845988.8846154,0.032,2103,171181.983357109,18,3131000,0.3726,-0.037,0.004,"Yes","No","Yes",-4,"No"
"457","1990","MIL","AL",6,162,74,88,0.457,"N",19719167,266475.22972973,443881193,17072353.5769231,0.0444,2105,210869.925415677,9,8186167,0.7098,-0.043,0.0124,"Yes","No","Yes",-9,"No"
"458","1991","MIL","AL",4,162,83,79,0.512,"N",23115500,278500,613048418,23578785.3076923,0.0377,2104,291372.822243346,14,3396333,0.1722,0.055,-0.0067,"Yes","Yes","No",5,"Yes"
"459","1992","MIL","AL",2,162,92,70,0.568,"N",31013667,337105.076086957,805543323,30982435.5,0.0385,2106,382499.203703704,13,7898167,0.3417,0.0559999999999999,0.000800000000000002,"Yes","Yes","Yes",-1,"No"
"460","1993","MIL","AL",7,162,69,93,0.426,"N",23806834,345026.579710145,901740134,32205004.7857143,0.0264,2268,397592.651675485,23,-7206833,-0.2324,-0.142,-0.0121,"No","No","No",10,"Yes"
"461","1994","MIL","AL",5,115,53,62,0.461,"N",24350500,459443.396226415,927836287,33137010.25,0.0262,1599,580260.342088806,23,543666,0.0228,0.035,-0.000199999999999999,"Yes","Yes","No",0,"No"
"462","1995","MIL","AL",4,144,65,79,0.451,"N",17798825,273828.076923077,951469367,33981048.8214286,0.0187,2016,471959.01140873,27,-6551675,-0.2691,-0.01,-0.0075,"No","No","No",4,"Yes"
"463","1996","MIL","AL",3,162,80,82,0.494,"N",21730000,271625,956983550,34177983.9285714,0.0227,2266,422322.837599294,25,3931175,0.2209,0.043,0.004,"Yes","Yes","Yes",-2,"No"
"464","1997","MIL","AL",3,161,78,83,0.484,"N",23655338,303273.564102564,1127285885,40260210.1785714,0.021,2266,497478.325242718,25,1925338,0.0886,-0.01,-0.0017,"Yes","No","No",0,"No"
"465","1998","MIL","NL",5,162,74,88,0.457,"N",33914904,458309.513513513,1278282871,42609429.0333333,0.0265,2430,526042.333744856,22,10259566,0.4337,-0.027,0.0055,"Yes","No","Yes",-3,"No"
"466","1999","MIL","NL",5,161,74,87,0.46,"N",43377395,586181.013513513,1494228750,49807625,0.029,2427,615669.035846724,19,9462491,0.279,0.003,0.0025,"Yes","Yes","Yes",-3,"No"
"467","2000","MIL","NL",3,163,73,89,0.451,"N",36505333,500073.054794521,1666135102,55537836.7333333,0.0219,2428,686217.093080725,23,-6872062,-0.1584,-0.00900000000000001,-0.0071,"No","No","No",4,"Yes"
"468","2001","MIL","NL",4,162,68,94,0.42,"N",43886833,645394.602941177,1960663313,65355443.7666667,0.0224,2428,807521.957578254,23,7381500,0.2022,-0.031,5e-04,"Yes","No","Yes",0,"No"
"469","2002","MIL","NL",6,162,56,106,0.346,"N",50287833,897997.017857143,2024077522,67469250.7333333,0.0248,2425,834671.143092784,21,6401000,0.1459,-0.074,0.0024,"Yes","No","Yes",-2,"No"
"470","2003","MIL","NL",6,162,68,94,0.42,"N",40627000,597455.882352941,2128262128,70942070.9333333,0.0191,2429,876188.607657472,28,-9660833,-0.1921,0.074,-0.0057,"No","Yes","No",7,"Yes"
"471","2004","MIL","NL",6,161,67,94,0.416,"N",27528500,410873.134328358,2070665943,69022198.1,0.0133,2428,852827.818369028,30,-13098500,-0.3224,-0.004,-0.0058,"No","No","No",2,"Yes"
"472","2005","MIL","NL",3,162,81,81,0.5,"N",39934833,493022.62962963,2188713398,72957113.2666667,0.0182,2430,900705.102057613,27,12406333,0.4507,0.084,0.0049,"Yes","Yes","Yes",-3,"No"
"473","2006","MIL","NL",4,162,75,87,0.463,"N",57568333,767577.773333333,2321472617,77382420.5666667,0.0248,2429,955731.830794566,24,17633500,0.4416,-0.037,0.0066,"Yes","No","Yes",-3,"No"
"474","2007","MIL","NL",2,162,83,79,0.512,"N",70986500,855259.036144578,2476688987,82556299.5666667,0.0287,2431,1018794.31797614,19,13418167,0.2331,0.049,0.0039,"Yes","Yes","Yes",-5,"No"
"475","2008","MIL","NL",2,162,90,72,0.556,"Y",80937499,899305.544444444,2684858670,89495289,0.0301,2428,1105790.22652389,15,9950999,0.1402,0.044,0.0014,"Yes","Yes","Yes",-4,"No"
"476","2009","MIL","NL",3,162,80,82,0.494,"N",80182502,1002281.275,2664726994,88824233.1333333,0.0301,2430,1096595.47078189,17,-754997,-0.0093,-0.0620000000000001,0,"No","No","No",2,"Yes"
"477","2010","MIL","NL",3,162,77,85,0.475,"N",81108278,1053354.25974026,2721359865,90711995.5,0.0298,2430,1119901.17901235,18,925776,0.0115,-0.019,-0.000299999999999998,"Yes","No","No",1,"Yes"
"478","2011","MIL","NL",1,162,96,66,0.593,"Y",85497333,890597.21875,2784505291,92816843.0333333,0.0307,2429,1146358.70358172,17,4389055,0.0541,0.118,0.000900000000000001,"Yes","Yes","Yes",-1,"No"
"479","2012","MIL","NL",3,162,83,79,0.512,"N",97653944,1176553.54216867,2932741192,97758039.7333333,0.0333,2430,1206889.37942387,10,12156611,0.1422,-0.081,0.0026,"Yes","No","Yes",-7,"No"
"480","2013","MIL","NL",4,162,74,88,0.457,"N",76947033,1039824.77027027,3034525648,101150854.933333,0.0254,2431,1248262.29864253,20,-20706911,-0.212,-0.055,-0.0079,"No","No","No",10,"Yes"
"481","2014","MIL","NL",3,162,82,80,0.506,"N",101217000,1234353.65853659,3192317623,106410587.433333,0.0317,2430,1313710.95596708,14,24269967,0.3154,0.049,0.0063,"Yes","Yes","Yes",-6,"No"
"482","2015","MIL","NL",4,162,68,94,0.42,"N",100850000,1483088.23529412,3514142569,117138085.633333,0.0287,2429,1446744.57348703,20,-367000,-0.0036,-0.086,-0.003,"No","No","No",6,"Yes"
"483","2016","MIL","NL",4,162,73,89,0.451,"N",68775237,942126.534246575,3750137392,125004579.733333,0.0183,2427,1545174.03873094,27,-32074763,-0.318,0.031,-0.0104,"No","Yes","No",7,"Yes"
"484","1985","MIN","AL",4,162,77,85,0.475,"N",5764821,74867.8051948052,261964696,10075565.2307692,0.022,2101,124685.719181342,25,NA,NA,NA,NA,NA,NA,NA,NA,NA
"485","1986","MIN","AL",6,162,71,91,0.438,"N",8748167,123213.61971831,307854518,11840558.3846154,0.0284,2102,146457.905803996,23,2983346,0.5175,-0.037,0.0064,"Yes","No","Yes",-2,"No"
"486","1987","MIN","AL",1,162,85,77,0.525,"Y",6397500,75264.7058823529,272575375,10483668.2692308,0.0235,2105,129489.489311164,24,-2350667,-0.2687,0.087,-0.0049,"No","Yes","No",1,"Yes"
"487","1988","MIN","AL",2,162,91,71,0.562,"N",12462666,136952.373626374,300452424,11555862.4615385,0.0415,2098,143208.972354623,12,6065166,0.9481,0.037,0.018,"Yes","Yes","Yes",-12,"No"
"488","1989","MIN","AL",5,162,80,82,0.494,"N",15531666,194145.825,359995711,13845988.8846154,0.0431,2103,171181.983357109,9,3069000,0.2463,-0.0680000000000001,0.0016,"Yes","No","Yes",-3,"No"
"489","1990","MIN","AL",7,162,74,88,0.457,"N",14602000,197324.324324324,443881193,17072353.5769231,0.0329,2105,210869.925415677,18,-929666,-0.0599,-0.037,-0.0102,"No","No","No",9,"Yes"
"490","1991","MIN","AL",1,162,95,67,0.586,"Y",23361833,245914.031578947,613048418,23578785.3076923,0.0381,2104,291372.822243346,12,8759833,0.5999,0.129,0.0052,"Yes","Yes","Yes",-6,"No"
"491","1992","MIN","AL",2,162,90,72,0.556,"N",28027834,311420.377777778,805543323,30982435.5,0.0348,2106,382499.203703704,17,4666001,0.1997,-0.0299999999999999,-0.0033,"Yes","No","No",5,"Yes"
"492","1993","MIN","AL",5,162,71,91,0.438,"N",28217933,397435.676056338,901740134,32205004.7857143,0.0313,2268,397592.651675485,20,190099,0.0068,-0.118,-0.0035,"Yes","No","No",3,"Yes"
"493","1994","MIN","AL",4,113,53,60,0.469,"N",28438500,536575.471698113,927836287,33137010.25,0.0307,1599,580260.342088806,21,220567,0.0078,0.031,-6e-04,"Yes","Yes","No",1,"Yes"
"494","1995","MIN","AL",5,144,56,88,0.389,"N",25410500,453758.928571429,951469367,33981048.8214286,0.0267,2016,471959.01140873,24,-3028000,-0.1065,-0.08,-0.004,"No","No","No",3,"Yes"
"495","1996","MIN","AL",4,162,78,84,0.481,"N",23117000,296371.794871795,956983550,34177983.9285714,0.0242,2266,422322.837599294,23,-2293500,-0.0903,0.092,-0.0025,"No","Yes","No",-1,"No"
"496","1997","MIN","AL",4,162,68,94,0.42,"N",34072500,501066.176470588,1127285885,40260210.1785714,0.0302,2266,497478.325242718,22,10955500,0.4739,-0.061,0.006,"Yes","No","Yes",-1,"No"
"497","1998","MIN","AL",4,162,70,92,0.432,"N",27927500,398964.285714286,1278282871,42609429.0333333,0.0218,2430,526042.333744856,24,-6145000,-0.1804,0.012,-0.0084,"No","Yes","No",2,"Yes"
"498","1999","MIN","AL",5,161,63,97,0.394,"N",21257500,337420.634920635,1494228750,49807625,0.0142,2427,615669.035846724,28,-6670000,-0.2388,-0.038,-0.0076,"No","No","No",4,"Yes"
"499","2000","MIN","AL",5,162,69,93,0.426,"N",16519500,239413.043478261,1666135102,55537836.7333333,0.0099,2428,686217.093080725,30,-4738000,-0.2229,0.032,-0.0043,"No","Yes","No",2,"Yes"
"500","2001","MIN","AL",2,162,85,77,0.525,"N",24130000,283882.352941176,1960663313,65355443.7666667,0.0123,2428,807521.957578254,30,7610500,0.4607,0.099,0.0024,"Yes","Yes","Yes",0,"No"
"501","2002","MIN","AL",1,161,94,67,0.584,"Y",40425000,430053.191489362,2024077522,67469250.7333333,0.02,2425,834671.143092784,27,16295000,0.6753,0.0589999999999999,0.0077,"Yes","Yes","Yes",-3,"No"
"502","2003","MIN","AL",1,162,90,72,0.556,"Y",55505000,616722.222222222,2128262128,70942070.9333333,0.0261,2429,876188.607657472,18,15080000,0.373,-0.0279999999999999,0.0061,"Yes","No","Yes",-9,"No"
"503","2004","MIN","AL",1,162,92,70,0.568,"Y",53585000,582445.652173913,2070665943,69022198.1,0.0259,2428,852827.818369028,19,-1920000,-0.0346,0.0119999999999999,-0.000200000000000002,"No","Yes","No",1,"Yes"
"504","2005","MIN","AL",3,162,83,79,0.512,"N",56186000,676939.759036145,2188713398,72957113.2666667,0.0257,2430,900705.102057613,20,2601000,0.0485,-0.0559999999999999,-0.000199999999999999,"Yes","No","No",1,"Yes"
"505","2006","MIN","AL",1,162,96,66,0.593,"Y",63396006,660375.0625,2321472617,77382420.5666667,0.0273,2429,955731.830794566,19,7210006,0.1283,0.081,0.0016,"Yes","Yes","Yes",-1,"No"
"506","2007","MIN","AL",3,162,79,83,0.488,"N",71439500,904297.46835443,2476688987,82556299.5666667,0.0288,2431,1018794.31797614,18,8043494,0.1269,-0.105,0.0015,"Yes","No","Yes",-1,"No"
"507","2008","MIN","AL",2,163,88,75,0.54,"N",56932766,646963.25,2684858670,89495289,0.0212,2428,1105790.22652389,25,-14506734,-0.2031,0.052,-0.0076,"No","Yes","No",7,"Yes"
"508","2009","MIN","AL",1,163,87,76,0.534,"Y",65299266,750566.275862069,2664726994,88824233.1333333,0.0245,2430,1096595.47078189,24,8366500,0.147,-0.00600000000000001,0.0033,"Yes","No","Yes",-1,"No"
"509","2010","MIN","AL",1,162,94,68,0.58,"Y",97559166,1037863.46808511,2721359865,90711995.5,0.0358,2430,1119901.17901235,10,32259900,0.494,0.0459999999999999,0.0113,"Yes","Yes","Yes",-14,"No"
"510","2011","MIN","AL",5,162,63,99,0.389,"N",112737000,1789476.19047619,2784505291,92816843.0333333,0.0405,2429,1146358.70358172,9,15177834,0.1556,-0.191,0.0047,"Yes","No","Yes",-1,"No"
"511","2012","MIN","AL",5,162,66,96,0.407,"N",94085000,1425530.3030303,2932741192,97758039.7333333,0.0321,2430,1206889.37942387,13,-18652000,-0.1654,0.018,-0.0084,"No","Yes","No",4,"Yes"
"512","2013","MIN","AL",4,162,66,96,0.407,"N",75337500,1141477.27272727,3034525648,101150854.933333,0.0248,2431,1248262.29864253,22,-18747500,-0.1993,0,-0.0073,"No","No","No",9,"Yes"
"513","2014","MIN","AL",5,162,70,92,0.432,"N",83762500,1196607.14285714,3192317623,106410587.433333,0.0262,2430,1313710.95596708,20,8425000,0.1118,0.025,0.0014,"Yes","Yes","Yes",-2,"No"
"514","2015","MIN","AL",2,162,83,79,0.512,"N",107755000,1298253.01204819,3514142569,117138085.633333,0.0307,2429,1446744.57348703,19,23992500,0.2864,0.08,0.0045,"Yes","Yes","Yes",-1,"No"
"515","2016","MIN","AL",5,162,59,103,0.364,"N",102583200,1738698.30508475,3750137392,125004579.733333,0.0274,2427,1545174.03873094,19,-5171800,-0.048,-0.148,-0.0033,"No","No","No",0,"No"
"516","1985","MON","NL",3,161,84,77,0.522,"N",9470166,112740.071428571,261964696,10075565.2307692,0.0362,2101,124685.719181342,16,NA,NA,NA,NA,NA,NA,NA,NA,NA
"517","1986","MON","NL",4,161,78,83,0.484,"N",11103600,142353.846153846,307854518,11840558.3846154,0.0361,2102,146457.905803996,15,1633434,0.1725,-0.038,-0.000100000000000003,"Yes","No","No",-1,"No"
